Name,X-Coordinate,Y-Coordinate,Tag,공원녹지OX,Rain Gage,Outlet,Area (ha),Area(m^2),Total Area,Width (m),Flow Length (m),Slope (%),평균 Slope,Imperv. (%)
S05165TTTT,179302.172,550806.7,공동주택,FALSE,huff_2yr,S05266TTTT,0.09,900,,30,30,0.676,,65
S05166TTTT,179332.172,550806.7,공동주택,FALSE,huff_2yr,S05167TTTT,0.09,900,,30,30,0.788,,65
S05167TTTT,179362.172,550806.7,녹지,TRUE,huff_2yr,S05168TTTT,0.09,900,,30,30,0.788,,0
S05168TTTT,179378.891,550806.8,녹지,TRUE,huff_2yr,OF5,0.010326,103.26,,10.162,10.161,0.788,,0
S05227FFTT,178168.7,550775.2,녹지,TRUE,huff_2yr,S05328TTTT,0.047276,472.76,,21.743,21.743,0.3,,0
S05228FTTT,178192.266,550776.563,공동주택,FALSE,huff_2yr,S05329TTTT,0.089312,893.12,,29.885,29.885,0.413,,65
S05229TTTT,178222.172,550776.7,공동주택,FALSE,huff_2yr,S05330TTTT,0.09,900,,30,30,0.413,,65
S05230TTTT,178252.172,550776.7,공동주택,FALSE,huff_2yr,S05331TTTT,0.09,900,,30,30,0.413,,65
S05231TTTT,178282.172,550776.7,공동주택,FALSE,huff_2yr,S05332TTTT,0.09,900,,30,30,0.413,,65
S05232TTTT,178312.172,550776.7,공동주택,FALSE,huff_2yr,S05333TTTT,0.09,900,,30,30,0.413,,65
S05233TTTT,178342.172,550776.7,공동주택,FALSE,huff_2yr,S05334TTTT,0.09,900,,30,30,0.413,,65
S05234TTTT,178372.172,550776.7,공동주택,FALSE,huff_2yr,S05335TTTT,0.09,900,,30,30,0.413,,65
S05235TTTT,178402.172,550776.7,공동주택,FALSE,huff_2yr,SD05336,0.09,900,,30,30,0.413,,65
S05236TTTF,178429.8,550776.7,공동주택,FALSE,huff_2yr,SD05337,0.075695,756.95,,27.513,27.512,0.413,,65
S05237TFTT,178469.281,550776.563,녹지,TRUE,huff_2yr,S05338TTTT,0.047327,473.27,,21.755,21.755,0.413,,0
S05238TTTT,178492.172,550776.7,공동주택,FALSE,huff_2yr,S05339TTTT,0.09,900,,30,30,0.413,,65
S05239TTTT,178522.172,550776.7,공동주택,FALSE,huff_2yr,SD05340,0.09,900,,30,30,0.413,,65
S05240TTTT,178552.172,550776.7,공동주택,FALSE,huff_2yr,SD05341,0.09,900,,30,30,0.405,,65
S05241TTTT,178582.172,550776.7,공동주택,FALSE,huff_2yr,SD05342,0.09,900,,30,30,0.401,,65
S05242TTTT,178612.172,550776.7,공동주택,FALSE,huff_2yr,SD05343,0.09,900,,30,30,0.478,,65
S05243TTTT,178642.172,550776.7,공동주택,FALSE,huff_2yr,SD05344,0.09,900,,30,30,0.51,,65
S05244TTTT,178672.172,550776.7,공동주택,FALSE,huff_2yr,SD05345,0.09,900,,30,30,0.51,,65
S05245TTFF,178695.609,550775.938,공동주택,FALSE,huff_2yr,SD05346,0.050247,502.47,,22.416,22.416,0.51,,65
S05246TFTT,178733.3,550777.1,공동주택,FALSE,huff_2yr,S05347TTTT,0.083052,830.52,,28.819,28.818,0.51,,65
S05247TTTT,178762.172,550776.7,공동주택,FALSE,huff_2yr,S05348TTTT,0.09,900,,30,30,0.51,,65
S05248TTTT,178792.172,550776.7,공동주택,FALSE,huff_2yr,S05349TTTT,0.09,900,,30,30,0.51,,65
S05249TTTT,178822.172,550776.7,공동주택,FALSE,huff_2yr,SD05350,0.09,900,,30,30,0.51,,65
S05250TTTF,178846.969,550777.8,녹지,TRUE,huff_2yr,SD05351,0.057781,577.81,,24.038,24.037,0.51,,0
S05251FFFT,178894.953,550771.938,녹지,TRUE,huff_2yr,SD05352,0.009637,96.37,,9.817,9.817,0.51,,0
S05252TTFT,178911.859,550777.25,공동주택,FALSE,huff_2yr,SD05353,0.086402,864.02,,29.394,29.394,0.51,,65
S05253TTFT,178941.688,550779.5,공동주택,FALSE,huff_2yr,SD05354,0.072775,727.75,,26.977,26.977,0.51,,65
S05254TTFT,178971.563,550781.9,공동주택,FALSE,huff_2yr,SD05355,0.058461,584.61,,24.179,24.178,0.51,,65
S05255TTFT,179002.031,550782.438,공동주택,FALSE,huff_2yr,SN05356,0.048232,482.32,,21.962,21.962,0.51,,65
S05256TTFF,179032.109,550778.7,공동주택,FALSE,huff_2yr,SN05357,0.04663,466.3,,21.594,21.594,0.51,,65
S05261TFTT,179186.031,550775.438,공동주택,FALSE,huff_2yr,S05362TTTT,0.065562,655.62,,25.605,25.605,0.621,,65
S05262TTTT,179212.172,550776.7,공동주택,FALSE,huff_2yr,S05363TTTT,0.09,900,,30,30,0.556,,65
S05263TTTT,179242.172,550776.7,공동주택,FALSE,huff_2yr,S05364TTTT,0.09,900,,30,30,0.629,,65
S05264TTTT,179272.172,550776.7,공동주택,FALSE,huff_2yr,S05365TTTT,0.09,900,,30,30,0.652,,65
S05265TTTT,179302.172,550776.7,공동주택,FALSE,huff_2yr,S05366TTTT,0.09,900,,30,30,0.675,,65
S05266TTTT,179332.156,550776.7,공동주택,FALSE,huff_2yr,OF19,0.089926,899.26,,29.988,29.987,0.676,,65
S05267TTTT,179361.7,550779.063,녹지,TRUE,huff_2yr,S05268TTTT,0.075406,754.06,,27.46,27.46,0.788,,0
S05268TTTT,179378.484,550784.6,녹지,TRUE,huff_2yr,OF5,0.004136,41.36,,6.431,6.431,0.788,,0
S05327TTTT,178167.078,550746.3,녹지,TRUE,huff_2yr,S05428TTTT,0.060457,604.57,,24.588,24.588,0.364,,0
S05328TTTT,178192.172,550746.7,공동주택,FALSE,huff_2yr,S05429TTTT,0.09,900,,30,30,0.413,,65
S05329TTTT,178222.172,550746.7,공동주택,FALSE,huff_2yr,S05430TTTT,0.09,900,,30,30,0.413,,65
S05330TTTT,178252.172,550746.7,공동주택,FALSE,huff_2yr,S05431TTTT,0.09,900,,30,30,0.413,,65
S05331TTTT,178282.172,550746.7,공동주택,FALSE,huff_2yr,S05432TTTT,0.09,900,,30,30,0.413,,65
S05332TTTT,178312.172,550746.7,공동주택,FALSE,huff_2yr,S05433TTTT,0.09,900,,30,30,0.413,,65
S05333TTTT,178342.172,550746.7,공동주택,FALSE,huff_2yr,S05434TTTT,0.09,900,,30,30,0.413,,65
S05334TTTT,178372.172,550746.7,공동주택,FALSE,huff_2yr,S05435TTTT,0.09,900,,30,30,0.413,,65
S05335TTTT,178402.172,550746.7,공동주택,FALSE,huff_2yr,SD05436,0.09,900,,30,30,0.413,,65
S05336TTTF,178429.688,550746.7,공동주택,FALSE,huff_2yr,SD05437,0.075105,751.05,,27.405,27.406,0.413,,65
S05337TFTT,178468.859,550746.563,녹지,TRUE,huff_2yr,SD05438,0.049898,498.98,,22.338,22.338,0.413,,0
S05338TTTT,178492.172,550746.7,공동주택,FALSE,huff_2yr,SD05439,0.09,900,,30,30,0.413,,65
S05339TTTT,178522.172,550746.7,공동주택,FALSE,huff_2yr,SD05440,0.09,900,,30,30,0.413,,65
S05340TTFT,178551.766,550747.563,공동주택,FALSE,huff_2yr,SD05441,0.08441,844.1,,29.053,29.054,0.413,,65
S05341TTFT,178581.641,550750.063,공동주택,FALSE,huff_2yr,SD05442,0.069703,697.03,,26.401,26.402,0.413,,65
S05342TTFT,178611.5,550752.5,공동주택,FALSE,huff_2yr,SD05443,0.054868,548.68,,23.424,23.424,0.413,,65
S05343TTFT,178641.531,550754.438,공동주택,FALSE,huff_2yr,SN05444,0.040979,409.79,,20.243,20.244,0.397,,65
S05344TTFF,178672.25,550749.3,공동주택,FALSE,huff_2yr,SN05445,0.038612,386.12,,19.65,19.65,0.436,,65
S05346TFTT,178733.7,550745.938,공동주택,FALSE,huff_2yr,S05447TTTT,0.079883,798.83,,28.264,28.263,0.51,,65
S05347TTTT,178762.172,550746.7,공동주택,FALSE,huff_2yr,S05448TTTT,0.09,900,,30,30,0.51,,65
S05348TTTT,178792.172,550746.7,공동주택,FALSE,huff_2yr,SD05449,0.09,900,,30,30,0.51,,65
S05349TTTT,178822.172,550746.7,공동주택,FALSE,huff_2yr,SD05450,0.09,900,,30,30,0.51,,65
S05350TTTF,178842.828,550748.7,녹지,TRUE,huff_2yr,SD05451,0.032262,322.62,,17.962,17.961,0.51,,0
S05351FFTT,178893.063,550738.938,근린생활시설,FALSE,huff_2yr,SD05452,0.012625,126.25,,11.236,11.236,0.51,,90
S05352FTTT,178907.266,550740.4,근린생활시설,FALSE,huff_2yr,SD05453,0.025489,254.89,,15.965,15.966,0.51,,90
S05353FTFT,178942.547,550741.9,근린생활시설,FALSE,huff_2yr,SD05454,0.060905,609.05,,24.679,24.679,0.51,,90
S05354FTFF,178971.938,550744.5,근린생활시설,FALSE,huff_2yr,SN05455,0.044278,442.78,,21.042,21.043,0.51,,90
S05360FFTT,179157.922,550743.6,공동주택,FALSE,huff_2yr,SD05361,0.011833,118.33,,10.878,10.878,0.621,,65
S05361TTTT,179182.344,550746.563,공동주택,FALSE,huff_2yr,S05362TTTT,0.088916,889.16,,29.819,29.819,0.621,,65
S05362TTTT,179212.172,550746.7,공동주택,FALSE,huff_2yr,S05363TTTT,0.09,900,,30,30,0.621,,65
S05363TTTT,179242.172,550746.7,공동주택,FALSE,huff_2yr,S05464TTTT,0.09,900,,30,30,0.556,,65
S05364TTTT,179272.172,550746.7,공원,TRUE,huff_2yr,S05465TTTT,0.09,900,,30,30,0.629,,15
S05365TTTT,179301.078,550748,공원,TRUE,huff_2yr,OF19,0.080612,806.12,,28.392,28.393,0.663,,15
S05366TTTT,179326.484,550755.438,공원,TRUE,huff_2yr,OF19,0.026201,262.01,,16.187,16.186,0.675,,15
S05427TTTT,178165.422,550716.3,공동주택,FALSE,huff_2yr,S05528TTTT,0.070372,703.72,,26.528,26.527,0.382,,65
S05428TTTT,178192.172,550716.7,공동주택,FALSE,huff_2yr,S05529TTTT,0.09,900,,30,30,0.396,,65
S05429TTTT,178222.172,550716.7,공동주택,FALSE,huff_2yr,S05530TTTT,0.09,900,,30,30,0.412,,65
S05430TTTT,178252.172,550716.7,공동주택,FALSE,huff_2yr,S05531TTTT,0.09,900,,30,30,0.413,,65
S05431TTTT,178282.172,550716.7,공동주택,FALSE,huff_2yr,S05532TTTT,0.09,900,,30,30,0.413,,65
S05432TTTT,178312.172,550716.7,공동주택,FALSE,huff_2yr,S05533TTTT,0.09,900,,30,30,0.413,,65
S05433TTTT,178342.172,550716.7,공동주택,FALSE,huff_2yr,S05534TTTT,0.09,900,,30,30,0.413,,65
S05434TTTT,178372.172,550716.7,공동주택,FALSE,huff_2yr,S05535TTTT,0.09,900,,30,30,0.413,,65
S05435TTTT,178402.172,550716.7,공동주택,FALSE,huff_2yr,SD05536,0.09,900,,30,30,0.413,,65
S05436TTTF,178429.031,550717.1,공동주택,FALSE,huff_2yr,SD05537,0.07089,708.9,,26.625,26.625,0.413,,65
S05437TFFT,178469.547,550722.1,공동주택,FALSE,huff_2yr,SD05538,0.021273,212.73,,14.585,14.586,0.413,,65
S05438TTFT,178490.344,550720.3,공동주택,FALSE,huff_2yr,SD05539,0.034905,349.05,,18.683,18.683,0.413,,65
S05439TTFF,178524.266,550714.063,공동주택,FALSE,huff_2yr,SN05540,0.028068,280.68,,16.753,16.754,0.413,,65
S05446TFTT,178732.172,550716.7,공동주택,FALSE,huff_2yr,S05547TFTT,0.09,900,,30,30,0.389,,65
S05447TTTT,178762.172,550716.7,공동주택,FALSE,huff_2yr,S05548TTTT,0.09,900,,30,30,0.478,,65
S05448TTTT,178792.172,550716.7,공동주택,FALSE,huff_2yr,SD05549,0.09,900,,30,30,0.51,,65
S05449TTTT,178822.063,550716.8,녹지,TRUE,huff_2yr,SD05550,0.089291,892.91,,29.882,29.881,0.51,,0
S05450TTFF,178839.344,550724.063,녹지,TRUE,huff_2yr,SD05551,0.007452,74.52,,8.633,8.632,0.51,,0
S05451TFTT,178888.516,550715,근린생활시설,FALSE,huff_2yr,SD05552,0.05004,500.4,,22.37,22.369,0.51,,90
S05452TTFF,178910.359,550715.7,근린생활시설,FALSE,huff_2yr,SD05553,0.039204,392.04,,19.8,19.8,0.51,,90
S05459FFTF,179117.578,550717.938,공원,TRUE,huff_2yr,SD05560,0.061196,611.96,,24.738,24.738,0.518,,15
S05460TFTT,179160.375,550714.75,공원,TRUE,huff_2yr,S05461TTTT,0.03887,388.7,,19.715,19.716,0.621,,15
S05461TTTT,179182.172,550716.7,공원,TRUE,huff_2yr,S05462TTTT,0.09,900,,30,30,0.621,,15
S05462TTTT,179212.172,550716.7,공원,TRUE,huff_2yr,S05463TTTT,0.09,900,,30,30,0.621,,15
S05463TTTT,179242.172,550716.7,공원,TRUE,huff_2yr,S05464TTTT,0.089939,899.39,,29.99,29.99,0.621,,15
S05464TTTT,179269.531,550721.3,공원,TRUE,huff_2yr,OF20,0.057045,570.45,,23.884,23.884,0.556,,15
S05465TTTT,179291.609,550728.7,공원,TRUE,huff_2yr,OF20,0.005934,59.34,,7.703,7.703,0.629,,15
S05527TTTT,178163.781,550686.4,공동주택,FALSE,huff_2yr,S05628TTTT,0.080287,802.87,,28.335,28.335,0.365,,65
S05528TTTT,178192.172,550686.7,공동주택,FALSE,huff_2yr,S05629TTTT,0.09,900,,30,30,0.394,,65
S05529TTTT,178222.172,550686.7,공동주택,FALSE,huff_2yr,S05630TTTT,0.09,900,,30,30,0.396,,65
S05530TTTT,178252.172,550686.7,공동주택,FALSE,huff_2yr,S05631TTTT,0.09,900,,30,30,0.376,,65
S05531TTTT,178282.172,550686.7,공동주택,FALSE,huff_2yr,S05632TTTT,0.09,900,,30,30,0.374,,65
S05532TTTT,178312.172,550686.7,공동주택,FALSE,huff_2yr,S05633TTTT,0.09,900,,30,30,0.386,,65
S05533TTTT,178342.172,550686.7,공동주택,FALSE,huff_2yr,S05634TTTT,0.09,900,,30,30,0.402,,65
S05534TTTT,178372.172,550686.7,주상복합,FALSE,huff_2yr,S05635TTTT,0.09,900,,30,30,0.413,,100
S05535TTTT,178402.172,550686.7,주상복합,FALSE,huff_2yr,SD05636,0.09,900,,30,30,0.413,,100
S05536TTTF,178426.109,550687.7,주상복합,FALSE,huff_2yr,SD05637,0.052892,528.92,,22.998,22.999,0.413,,100
S05547TFTT,178762.172,550686.7,공동주택,FALSE,huff_2yr,S05648TTTT,0.09,900,,30,30,0.414,,65
S05548TTTT,178792.172,550686.7,공동주택,FALSE,huff_2yr,SD05649,0.09,900,,30,30,0.385,,65
S05549TTTF,178819.172,550687.563,녹지,TRUE,huff_2yr,SD05650,0.071224,712.24,,26.688,26.688,0.431,,0
S05550FFTT,178865.9,550675.063,근린생활시설,FALSE,huff_2yr,SD05651,0.001922,19.22,,4.384,4.384,0.51,,90
S05551TTTF,178882.922,550686.25,근린생활시설,FALSE,huff_2yr,SD05652,0.079872,798.72,,28.262,28.261,0.51,,90
S05559TFTF,179112.766,550689.1,공원,TRUE,huff_2yr,SD05660,0.031114,311.14,,17.639,17.639,0.51,,15
S05560TFTT,179155.516,550685.6,공원,TRUE,huff_2yr,S05561TTTT,0.06887,688.7,,26.243,26.243,0.518,,15
S05561TTTT,179182.172,550686.7,공원,TRUE,huff_2yr,S05562TTTT,0.09,900,,30,30,0.621,,15
S05562TTTT,179209.391,550690,공원,TRUE,huff_2yr,S05563TTTT,0.06326,632.6,,25.152,25.151,0.621,,15
S05563TTTT,179237.656,550697.563,공원,TRUE,huff_2yr,OF20,0.019406,194.06,,13.931,13.93,0.621,,15
S05626FFTT,178146.234,550646.2,녹지,TRUE,huff_2yr,S05627TTTT,0.001872,18.72,,4.327,4.326,0.391,,0
S05627TTTT,178162.359,550656.563,주상복합,FALSE,huff_2yr,S05728TTTT,0.08886,888.6,,29.809,29.81,0.391,,100
S05628TTTT,178192.172,550656.7,주상복합,FALSE,huff_2yr,S05729TTTT,0.09,900,,30,30,0.391,,100
S05629TTTT,178222.172,550656.7,주상복합,FALSE,huff_2yr,S05630TTTT,0.09,900,,30,30,0.365,,100
S05630TTTT,178252.172,550656.7,주상복합,FALSE,huff_2yr,S05631TTTT,0.09,900,,30,30,0.389,,100
S05631TTTT,178282.172,550656.7,주상복합,FALSE,huff_2yr,S05632TTTT,0.09,900,,30,30,0.397,,100
S05632TTTT,178312.172,550656.7,주상복합,FALSE,huff_2yr,S05633TTTT,0.09,900,,30,30,0.397,,100
S05633TTTT,178342.172,550656.7,주상복합,FALSE,huff_2yr,S05734TTTT,0.09,900,,30,30,0.397,,100
S05634TTTT,178372.172,550656.7,주상복합,FALSE,huff_2yr,SD05735,0.09,900,,30,30,0.389,,100
S05635TTTT,178402.172,550656.7,주상복합,FALSE,huff_2yr,SD05736,0.09,900,,30,30,0.374,,100
S05636TTTF,178427.484,550656.6,주상복합,FALSE,huff_2yr,SD05737,0.040371,403.71,,20.093,20.092,0.376,,100
S05647TFTT,178762.172,550656.7,공동주택,FALSE,huff_2yr,S05748TTTT,0.09,900,,30,30,0.413,,65
S05648TTTT,178792.172,550656.7,공동주택,FALSE,huff_2yr,SD05649,0.09,900,,30,30,0.413,,65
S05649TTTF,178814.984,550658.063,녹지,TRUE,huff_2yr,SD05750,0.045705,457.05,,21.379,21.378,0.413,,0
S05650FFTT,178861.828,550653.7,근린생활시설,FALSE,huff_2yr,SD05751,0.028629,286.29,,16.92,16.92,0.4,,90
S05651TTTF,178878.813,550657.4,근린생활시설,FALSE,huff_2yr,S05752FTTT,0.069073,690.73,,26.282,26.281,0.386,,90
S05657FFTT,179062.172,550656.7,공원,TRUE,huff_2yr,SD05758,0.09,900,,30,30,0.51,,15
S05658FTTT,179091.672,550657.063,공원,TRUE,huff_2yr,SD05759,0.086698,866.98,,29.445,29.444,0.51,,15
S05659TTFF,179126.6,550654.8,공원,TRUE,huff_2yr,S05760TTTT,0.013763,137.63,,11.732,11.731,0.51,,15
S05660TFTT,179152.281,550656.6,공원,TRUE,huff_2yr,S05761TTTT,0.089374,893.74,,29.895,29.896,0.51,,15
S05661TTTT,179182.172,550656.7,공원,TRUE,huff_2yr,S05762TTTT,0.09,900,,30,30,0.529,,15
S05662TTTT,179207.3,550653.1,공원,TRUE,huff_2yr,S05663TTTT,0.051167,511.67,,22.62,22.62,0.621,,15
S05663TTTT,179229.828,550642.75,공원,TRUE,huff_2yr,S05763TTTT,0.001291,12.91,,3.593,3.593,0.621,,15
S05715FFTF,177804.891,550613,근린생활시설,FALSE,huff_2yr,SD05814,0.002521,25.21,,5.021,5.021,0.3,,90
S05726TFTT,178143.109,550623.8,녹지,TRUE,huff_2yr,S05727TTTT,0.02193,219.3,,14.809,14.809,0.391,,0
S05727TTTT,178162.172,550626.7,주상복합,FALSE,huff_2yr,S05728TTTT,0.09,900,,30,30,0.391,,100
S05728TTTT,178192.172,550626.7,주상복합,FALSE,huff_2yr,S05729TTTT,0.09,900,,30,30,0.391,,100
S05729TTTT,178222.172,550626.7,주상복합,FALSE,huff_2yr,S05730TTTT,0.09,900,,30,30,0.391,,100
S05730TTTT,178252.172,550626.7,주상복합,FALSE,huff_2yr,S05831TTTT,0.09,900,,30,30,0.391,,100
S05731TTTT,178282.172,550626.7,주상복합,FALSE,huff_2yr,S05832TTTT,0.09,900,,30,30,0.365,,100
S05732TTTT,178312.172,550626.7,주상복합,FALSE,huff_2yr,S05733TTTT,0.09,900,,30,30,0.389,,100
S05733TTTT,178342.172,550626.7,주상복합,FALSE,huff_2yr,S05734TTTT,0.09,900,,30,30,0.397,,100
S05734TTTT,178372.172,550626.7,주상복합,FALSE,huff_2yr,SD05735,0.09,900,,30,30,0.397,,100
S05735TTTF,178402.031,550626.8,주상복합,FALSE,huff_2yr,SD05736,0.089107,891.07,,29.851,29.851,0.397,,100
S05736TTFF,178436.922,550626.8,녹지,TRUE,huff_2yr,SD05737,0.040589,405.89,,20.147,20.146,0.397,,0
S05747TFTT,178762.172,550626.7,공동주택,FALSE,huff_2yr,SD05848,0.09,900,,30,30,0.413,,65
S05748TTTT,178792.172,550626.7,공원,TRUE,huff_2yr,SD05849,0.09,900,,30,30,0.413,,15
S05749TTTF,178811.031,550629.2,공원,TRUE,huff_2yr,SD05850,0.021403,214.03,,14.63,14.63,0.413,,15
S05750TFTT,178857.281,550625.75,공원,TRUE,huff_2yr,SD05751,0.058649,586.49,,24.218,24.217,0.413,,15
S05751TTTT,178882.172,550626.7,공원,TRUE,huff_2yr,S05752FTTT,0.089895,898.95,,29.982,29.983,0.413,,15
S05752FTTT,178912.172,550626.7,공원,TRUE,huff_2yr,S05853TTTT,0.09,900,,30,30,0.422,,15
S05753FTTT,178942.172,550626.7,공원,TRUE,huff_2yr,S05854TTTT,0.09,900,,30,30,0.371,,15
S05754FTTT,178972.172,550626.7,공원,TRUE,huff_2yr,S05855TTTT,0.09,900,,30,30,0.432,,15
S05755FTTT,179002.172,550626.7,공원,TRUE,huff_2yr,S05856TTTT,0.09,900,,30,30,0.51,,15
S05756FTTT,179032.172,550626.7,공원,TRUE,huff_2yr,S05857TTTT,0.09,900,,30,30,0.51,,15
S05757TTTT,179062.172,550626.7,공원,TRUE,huff_2yr,SD05858,0.09,900,,30,30,0.51,,15
S05758TTTF,179087.516,550627.938,공원,TRUE,huff_2yr,SD05859,0.060828,608.28,,24.663,24.664,0.51,,15
S05759FFTT,179130.375,550624.75,공원,TRUE,huff_2yr,S05860TTTT,0.03887,388.7,,19.716,19.715,0.51,,15
S05760TTTT,179152.172,550626.7,공원,TRUE,huff_2yr,S05861TTTT,0.09,900,,30,30,0.51,,15
S05761TTTT,179182.172,550626.7,공원,TRUE,huff_2yr,S05862TTTT,0.09,900,,30,30,0.51,,15
S05762TTTT,179212.172,550626.7,공원,TRUE,huff_2yr,S05863TTTT,0.09,900,,30,30,0.545,,15
S05763TTTT,179241.484,550625.438,공원,TRUE,huff_2yr,S05764TTTT,0.081796,817.96,,28.6,28.6,0.621,,15
S05764TTTT,179271.813,550622.75,공원,TRUE,huff_2yr,S05765TTTT,0.066152,661.52,,25.72,25.72,0.621,,15
S05765TTTT,179302.109,550622.063,공원,TRUE,huff_2yr,S05766TTTT,0.062233,622.33,,24.947,24.946,0.621,,15
S05766TTTT,179332.109,550621.8,공원,TRUE,huff_2yr,S05767TTTT,0.060708,607.08,,24.639,24.639,0.621,,15
S05767TTTT,179354.141,550620,공원,TRUE,huff_2yr,OF21,0.024805,248.05,,15.75,15.749,7.575,,15
S05814TTTT,177781.828,550593.063,공원,TRUE,huff_2yr,S05913TTTT,0,0,,0.033,0,0.3,,15
S05815TTTT,177807.7,550596,근린생활시설,FALSE,huff_2yr,SD05914,0.055731,557.31,,23.607,23.608,0.3,,90
S05816TTTT,177830.1,550592.3,근린생활시설,FALSE,huff_2yr,SD05815,0.059817,598.17,,24.458,24.457,0.3,,90
S05817TTTT,177848.375,550590.2,근린생활시설,FALSE,huff_2yr,S05816TTTT,0.001422,14.22,,3.771,3.771,0.3,,90
S05819TTTT,177936.328,550583.4,녹지,TRUE,huff_2yr,OF48,0.000645,6.45,,2.539,2.54,0.3,,0
S05826TFTT,178137.578,550594.75,녹지,TRUE,huff_2yr,S05827TTTT,0.054823,548.23,,23.414,23.415,0.391,,0
S05827TTTT,178162.172,550596.7,주상복합,FALSE,huff_2yr,S05828TTTT,0.09,900,,30,30,0.391,,100
S05828TTTT,178192.172,550596.7,주상복합,FALSE,huff_2yr,S05829TTTT,0.09,900,,30,30,0.391,,100
S05829TTTT,178222.172,550596.7,주상복합,FALSE,huff_2yr,S05830TTTT,0.09,900,,30,30,0.391,,100
S05830TTTT,178252.172,550596.7,주상복합,FALSE,huff_2yr,S05831TTTT,0.09,900,,30,30,0.391,,100
S05831TTTT,178282.172,550596.7,주상복합,FALSE,huff_2yr,S05832TTTT,0.09,900,,30,30,0.391,,100
S05832TTTT,178312.172,550596.7,주상복합,FALSE,huff_2yr,S05933TTTT,0.09,900,,30,30,0.391,,100
S05833TTTT,178342.172,550596.7,주상복합,FALSE,huff_2yr,S05934TTTT,0.09,900,,30,30,0.365,,100
S05834TTTT,178372.172,550596.7,주상복합,FALSE,huff_2yr,SD05835,0.09,900,,30,30,0.389,,100
S05835TTTF,178398.5,550597.9,주상복합,FALSE,huff_2yr,SD05836,0.066674,666.74,,25.821,25.822,0.397,,100
S05842FFTT,178612.172,550596.7,공원,TRUE,huff_2yr,S05943TTTT,0.09,900,,30,30,0.397,,15
S05843FTTT,178642.172,550596.7,공원,TRUE,huff_2yr,S05944TTTT,0.09,900,,30,30,0.396,,15
S05844FTTT,178672.172,550596.7,공원,TRUE,huff_2yr,S05945TTTT,0.09,900,,30,30,0.374,,15
S05845FTTT,178702.172,550596.7,공원,TRUE,huff_2yr,S05946TTTT,0.09,900,,30,30,0.374,,15
S05846FTTT,178732.172,550596.7,공원,TRUE,huff_2yr,S05947TTTT,0.09,900,,30,30,0.387,,15
S05847TTTT,178762.172,550596.7,공원,TRUE,huff_2yr,SD05948,0.09,900,,30,30,0.408,,15
S05848TTTT,178791.938,550596.9,공원,TRUE,huff_2yr,SD05949,0.088478,884.78,,29.745,29.746,0.413,,15
S05849TTFF,178808.453,550605.7,공원,TRUE,huff_2yr,S05950TTTT,0.003423,34.23,,5.851,5.85,0.413,,15
S05850TFTT,178853.8,550596.063,공원,TRUE,huff_2yr,S05951TTTT,0.079813,798.13,,28.251,28.251,0.413,,15
S05851TTTT,178882.172,550596.7,공원,TRUE,huff_2yr,S05952TTTT,0.09,900,,30,30,0.413,,15
S05852TTTT,178912.172,550596.7,공원,TRUE,huff_2yr,S05953TTTT,0.09,900,,30,30,0.413,,15
S05853TTTT,178942.172,550596.7,공원,TRUE,huff_2yr,S05854TTTT,0.09,900,,30,30,0.413,,15
S05854TTTT,178972.172,550596.7,공원,TRUE,huff_2yr,S05955TTTT,0.09,900,,30,30,0.416,,15
S05855TTTT,179002.172,550596.7,주상복합,FALSE,huff_2yr,S05956TTTT,0.09,900,,30,30,0.399,,100
S05856TTTT,179032.172,550596.7,주상복합,FALSE,huff_2yr,S05957TTTT,0.09,900,,30,30,0.384,,100
S05857TTTT,179062.172,550596.7,주상복합,FALSE,huff_2yr,SD05958,0.09,900,,30,30,0.482,,100
S05858TTTF,179083.4,550598.063,주상복합,FALSE,huff_2yr,SD05959,0.036497,364.97,,19.104,19.104,0.51,,100
S05859TFTT,179125.734,550595.75,공원,TRUE,huff_2yr,S05960TTTT,0.067847,678.47,,26.047,26.048,0.51,,15
S05860TTTT,179152.172,550596.7,공원,TRUE,huff_2yr,S05961TTTT,0.09,900,,30,30,0.51,,15
S05861TTTT,179182.172,550596.7,공원,TRUE,huff_2yr,S05962TTTT,0.09,900,,30,30,0.51,,15
S05862TTTT,179212.172,550596.7,공원,TRUE,huff_2yr,S05963TTTT,0.09,900,,30,30,0.51,,15
S05863TTTT,179242.172,550596.7,공원,TRUE,huff_2yr,S05964TTTT,0.09,900,,30,30,0.55,,15
S05864TTTT,179272.172,550596.7,공원,TRUE,huff_2yr,S05865TTTT,0.09,900,,30,30,0.621,,15
S05865TTTT,179302.172,550596.7,공원,TRUE,huff_2yr,S05866TTTT,0.09,900,,30,30,0.621,,15
S05866TTTT,179332.172,550596.7,공원,TRUE,huff_2yr,S05867TTTT,0.09,900,,30,30,0.621,,15
S05867TTTT,179353.422,550597.7,공원,TRUE,huff_2yr,OF21,0.036963,369.63,,19.226,19.226,10.548,,15
S05906TTTT,177543.516,550552.9,녹지,TRUE,huff_2yr,SD06007,0,0,,0.005,0,1.634,,0
S05913TTTT,177747.75,550560.1,공원,TRUE,huff_2yr,S06012TTTT,0.035661,356.61,,18.884,18.884,0.3,,15
S05914TTTF,177762.156,550567.75,공원,TRUE,huff_2yr,SD06013,0.024223,242.23,,15.564,15.563,0.3,,15
