Name,X-Coordinate,Y-Coordinate,Tag,공원녹지OX,Rain Gage,Outlet,Area (ha),Area(m^2),Total Area,Width (m),Flow Length (m),Slope (%),평균 Slope,Imperv. (%)
S08053TTTT,178942.172,549936.7,자족시설,FALSE,huff_2yr,S08054TTTT,0.09,900,,30,30,0.412,,85
S08054TTTT,178972.172,549936.7,보행자전용도로,TRUE,huff_2yr,S08055TTTT,0.09,900,,30,30,0.412,,100
S08055TTTT,179002.172,549936.7,자족시설,FALSE,huff_2yr,SD08056,0.09,900,,30,30,0.412,,85
S08056TTTF,179019.188,549937.3,자족시설,FALSE,huff_2yr,SD08057,0.011989,119.89,,10.95,10.949,0.412,,85
S08057TFTT,179063.078,549936.5,공원,TRUE,huff_2yr,S08058TTTT,0.084552,845.52,,29.078,29.078,0.412,,15
S08058TTTT,179088.609,549937.438,공원,TRUE,huff_2yr,OF29,0.068119,681.19,,26.1,26.099,0.412,,15
S08106TTTT,177543.078,549914.5,공원,TRUE,huff_2yr,OF58,0.013302,133.02,,11.533,11.534,0.3,,15
S08107TTTT,177561.6,549907.563,공원,TRUE,huff_2yr,S08106TTTT,0.082286,822.86,,28.686,28.685,0.3,,15
S08108TTTT,177579.422,549917.1,공원,TRUE,huff_2yr,SD08107,0.001763,17.63,,4.199,4.199,0.3,,15
S08109TTTT,177624.016,549905.8,자족시설,FALSE,huff_2yr,SD08108,0.078215,782.15,,27.967,27.967,0.3,,85
S08110TTTT,177644.313,549909.9,자족시설,FALSE,huff_2yr,SD08109,0.037593,375.93,,19.389,19.389,0.3,,85
S08113TTTT,177753.359,549913.563,녹지,TRUE,huff_2yr,OF42,0.01398,139.8,,11.824,11.823,0.3,,0
S08114TTTT,177772.219,549906.75,자족시설,FALSE,huff_2yr,S08113TTTT,0.089719,897.19,,29.953,29.953,0.3,,85
S08115TTTT,177802.172,549906.7,자족시설,FALSE,huff_2yr,S08114TTTT,0.09,900,,30,30,0.3,,85
S08116TTTF,177830.391,549906.3,자족시설,FALSE,huff_2yr,S08115TTTT,0.079085,790.85,,28.122,28.122,0.3,,85
S08117TFTT,177870.781,549907.6,공동주택,FALSE,huff_2yr,SD08116,0.0379,379,,19.468,19.468,0.3,,65
S08118TTTT,177892.172,549906.7,공동주택,FALSE,huff_2yr,SD08117,0.09,900,,30,30,0.3,,65
S08119TTTT,177922.172,549906.7,공동주택,FALSE,huff_2yr,S08118TTTT,0.09,900,,30,30,0.3,,65
S08120TTTT,177952.172,549906.7,공동주택,FALSE,huff_2yr,S08119TTTT,0.09,900,,30,30,0.3,,65
S08121TTTT,177982.172,549906.7,공동주택,FALSE,huff_2yr,S08120TTTT,0.09,900,,30,30,0.3,,65
S08122TTTT,178012.172,549906.7,공동주택,FALSE,huff_2yr,S08121TTTT,0.09,900,,30,30,0.405,,65
S08123TTTT,178042.172,549906.7,공동주택,FALSE,huff_2yr,S08224TTTT,0.09,900,,30,30,0.393,,65
S08124TTTT,178072.172,549906.7,공동주택,FALSE,huff_2yr,S08125TTTT,0.09,900,,30,30,0.415,,65
S08125TTTT,178102.172,549906.7,공동주택,FALSE,huff_2yr,S08126TTTT,0.09,900,,30,30,0.422,,65
S08126TTTT,178132.172,549906.7,공동주택,FALSE,huff_2yr,S08127TTTT,0.09,900,,30,30,0.428,,65
S08127TTTT,178162.172,549906.7,공동주택,FALSE,huff_2yr,S08128TTTT,0.09,900,,30,30,0.427,,65
S08128TTTT,178192.172,549906.7,공동주택,FALSE,huff_2yr,S08129TTTT,0.09,900,,30,30,0.427,,65
S08129TTTT,178222.172,549906.7,공동주택,FALSE,huff_2yr,S08130TTTT,0.09,900,,30,30,0.427,,65
S08130TTTT,178252.172,549906.7,공동주택,FALSE,huff_2yr,S08131TTTT,0.09,900,,30,30,0.431,,65
S08131TTTT,178282.172,549906.7,공동주택,FALSE,huff_2yr,SD08132,0.09,900,,30,30,0.434,,65
S08132TTFF,178310.078,549907.063,공동주택,FALSE,huff_2yr,SD08133,0.031429,314.29,,17.728,17.728,0.436,,65
S08133TFFT,178341.719,549908.75,공동주택,FALSE,huff_2yr,SD08134,0.077326,773.26,,27.808,27.807,0.435,,65
S08134TTFT,178371.609,549911.1,공동주택,FALSE,huff_2yr,SD08135,0.062961,629.61,,25.092,25.092,0.435,,65
S08135TTFT,178401.438,549913.563,공동주택,FALSE,huff_2yr,SD08136,0.048595,485.95,,22.044,22.045,0.438,,65
S08136TTFT,178431.125,549915.9,공동주택,FALSE,huff_2yr,SD08137,0.03423,342.3,,18.501,18.502,0.431,,65
S08137TTFT,178460.375,549918.25,공동주택,FALSE,huff_2yr,SD08138,0.019865,198.65,,14.094,14.095,0.438,,65
S08138TTFF,178491.219,549910.2,공동주택,FALSE,huff_2yr,SD08139,0.00883,88.3,,9.397,9.397,0.44,,65
S08139FFTT,178524.266,549894.5,공동주택,FALSE,huff_2yr,SD08140,0.016024,160.24,,12.659,12.658,0.433,,65
S08140FTTT,178553.313,549896.7,공동주택,FALSE,huff_2yr,SD08141,0.029443,294.43,,17.159,17.159,0.434,,65
S08141FTTT,178582.953,549898.9,공동주택,FALSE,huff_2yr,SD08142,0.042863,428.63,,20.703,20.704,0.44,,65
S08142FTTT,178612.766,549901.1,공동주택,FALSE,huff_2yr,SD08143,0.056282,562.82,,23.724,23.724,0.431,,65
S08143FTTT,178642.656,549903.4,공동주택,FALSE,huff_2yr,SD08144,0.069702,697.02,,26.401,26.401,0.432,,65
S08144FTTT,178672.578,549905.563,공동주택,FALSE,huff_2yr,SD08145,0.083121,831.21,,28.831,28.83,0.437,,65
S08145TTTT,178702.172,549906.7,공동주택,FALSE,huff_2yr,S08146TTTT,0.089999,899.99,,30,30,0.442,,65
S08146TTTT,178732.172,549906.7,공동주택,FALSE,huff_2yr,SD08147,0.09,900,,30,30,0.442,,65
S08147TTTF,178760.266,549906.7,녹지,TRUE,huff_2yr,SD08148,0.078574,785.74,,28.031,28.031,0.429,,0
S08149FTTT,178823.781,549906.5,자족시설,FALSE,huff_2yr,S08150TTTT,0.080338,803.38,,28.344,28.344,0.412,,85
S08150TTTT,178852.172,549906.7,자족시설,FALSE,huff_2yr,SD08151,0.09,900,,30,30,0.412,,85
S08151TTFT,178881.875,549907.25,자족시설,FALSE,huff_2yr,SD08152,0.086632,866.32,,29.433,29.434,0.412,,85
S08152TTFT,178911.734,549909.3,자족시설,FALSE,huff_2yr,SD08153,0.074208,742.08,,27.241,27.241,0.412,,85
S08153TTFT,178941.656,549911.438,자족시설,FALSE,huff_2yr,SD08154,0.061317,613.17,,24.762,24.763,0.412,,85
S08154TTFT,178971.766,549913.3,보행자전용도로,TRUE,huff_2yr,SD08155,0.050329,503.29,,22.434,22.434,0.412,,100
S08155TTFT,179002.031,549914,자족시설,FALSE,huff_2yr,SD08156,0.044501,445.01,,21.095,21.096,0.412,,85
S08156TTFF,179027.7,549909.563,자족시설,FALSE,huff_2yr,SD08157,0.006696,66.96,,8.183,8.183,0.412,,85
S08157TFTT,179062.219,549906.7,공원,TRUE,huff_2yr,S08158TTTT,0.089792,897.92,,29.965,29.966,0.412,,15
S08158TTTT,179084.469,549908.7,공원,TRUE,huff_2yr,OF29,0.041522,415.22,,20.377,20.377,0.412,,15
S08207TTTT,177562.563,549883.7,공원,TRUE,huff_2yr,OF57,0.022621,226.21,,15.04,15.041,0.3,,15
S08208TTFT,177603.891,549872.3,자족시설,FALSE,huff_2yr,SD08207,0.015692,156.92,,12.527,12.527,0.3,,85
S08209TTTT,177620.688,549877.9,자족시설,FALSE,huff_2yr,SD08208,0.07928,792.8,,28.157,28.156,0.3,,85
S08210TTTT,177639.75,549887.75,자족시설,FALSE,huff_2yr,S08209TTTT,0.004575,45.75,,6.764,6.764,0.3,,85
S08214TTTT,177772.656,549876.7,자족시설,FALSE,huff_2yr,OF41,0.087112,871.12,,29.515,29.514,0.3,,85
S08215TTTT,177802.172,549876.7,자족시설,FALSE,huff_2yr,S08214TTTT,0.09,900,,30,30,0.3,,85
S08216TTTF,177832.047,549876.563,자족시설,FALSE,huff_2yr,S08215TTTT,0.089201,892.01,,29.866,29.867,0.3,,85
S08217TFFT,177870.391,549877.063,공동주택,FALSE,huff_2yr,SD08216,0.026631,266.31,,16.319,16.319,0.3,,65
S08218TTTT,177892.172,549876.7,공동주택,FALSE,huff_2yr,SD08217,0.09,900,,30,30,0.3,,65
S08219TTTT,177922.172,549876.7,공동주택,FALSE,huff_2yr,S08218TTTT,0.09,900,,30,30,0.3,,65
S08220TTTT,177952.172,549876.7,공동주택,FALSE,huff_2yr,S08219TTTT,0.09,900,,30,30,0.3,,65
S08221TTTT,177982.172,549876.7,공동주택,FALSE,huff_2yr,S08220TTTT,0.09,900,,30,30,0.3,,65
S08222TTTT,178012.172,549876.7,공동주택,FALSE,huff_2yr,SD08323,0.09,900,,30,30,0.438,,65
S08223TTTT,178042.172,549876.7,공동주택,FALSE,huff_2yr,S08224TTTT,0.09,900,,30,30,0.438,,65
S08224TTTT,178072.172,549876.7,공동주택,FALSE,huff_2yr,SD08225,0.09,900,,30,30,0.429,,65
S08225TTTT,178102.172,549876.7,공동주택,FALSE,huff_2yr,SD08226,0.09,900,,30,30,0.402,,65
S08226TTFT,178131.766,549877.8,공동주택,FALSE,huff_2yr,SD08227,0.083089,830.89,,28.825,28.825,0.422,,65
S08227TTFT,178161.688,549880.063,공동주택,FALSE,huff_2yr,SD08228,0.069385,693.85,,26.341,26.341,0.424,,65
S08228TTFT,178191.563,549882.4,공동주택,FALSE,huff_2yr,SD08229,0.055681,556.81,,23.597,23.597,0.42,,65
S08229TTFT,178221.359,549884.6,공동주택,FALSE,huff_2yr,SD08230,0.041978,419.78,,20.488,20.489,0.425,,65
S08230TTFT,178250.969,549886.9,공동주택,FALSE,huff_2yr,SD08231,0.028274,282.74,,16.815,16.815,0.427,,65
S08231TTFF,178279.828,549889.063,공동주택,FALSE,huff_2yr,SD08232,0.01457,145.7,,12.071,12.07,0.427,,65
S08238FFTT,178492.266,549876.563,공동주택,FALSE,huff_2yr,S08239TTTT,0.089372,893.72,,29.895,29.895,0.434,,65
S08239TTTT,178522.172,549876.7,공동주택,FALSE,huff_2yr,S08240TTTT,0.09,900,,30,30,0.433,,65
S08240TTTT,178552.172,549876.7,공동주택,FALSE,huff_2yr,S08241TTTT,0.09,900,,30,30,0.436,,65
S08241TTTT,178582.172,549876.7,공동주택,FALSE,huff_2yr,S08242TTTT,0.09,900,,30,30,0.431,,65
S08242TTTT,178612.172,549876.7,공동주택,FALSE,huff_2yr,S08243TTTT,0.09,900,,30,30,0.438,,65
S08243TTTT,178642.172,549876.7,공동주택,FALSE,huff_2yr,S08244TTTT,0.09,900,,30,30,0.43,,65
S08244TTTT,178672.172,549876.7,공동주택,FALSE,huff_2yr,S08245TTTT,0.09,900,,30,30,0.435,,65
S08245TTTT,178702.172,549876.7,공동주택,FALSE,huff_2yr,S08246TTTT,0.09,900,,30,30,0.438,,65
S08246TTTT,178732.172,549876.7,공동주택,FALSE,huff_2yr,SD08247,0.09,900,,30,30,0.432,,65
S08247TTTF,178760.266,549876.7,녹지,TRUE,huff_2yr,SD08248,0.078522,785.22,,28.022,28.022,0.429,,0
S08248TFTT,178807.125,549862.4,자족시설,FALSE,huff_2yr,SD08249,1.50E-05,0.15,,0.381,0.394,0.431,,85
S08249TTTT,178822.656,549876.5,자족시설,FALSE,huff_2yr,S08250TTTT,0.08706,870.6,,29.506,29.506,0.425,,85
S08250TTTT,178852.172,549876.7,자족시설,FALSE,huff_2yr,SD08251,0.09,900,,30,30,0.437,,85
S08251FFTT,178882.078,549872.938,자족시설,FALSE,huff_2yr,SD08252,0.025809,258.09,,16.065,16.065,0.442,,85
S08252FTTT,178912.828,549870.4,자족시설,FALSE,huff_2yr,SD08253,0.051769,517.69,,22.753,22.753,0.419,,85
S08253FTTT,178942.688,549872.563,자족시설,FALSE,huff_2yr,SD08254,0.065168,651.68,,25.528,25.528,0.412,,85
S08254FTTT,178972.547,549874.6,자족시설,FALSE,huff_2yr,SD08255,0.07733,773.3,,27.808,27.809,0.412,,85
S08255FTTF,179001.9,549876.563,자족시설,FALSE,huff_2yr,SD08256,0.084888,848.88,,29.135,29.136,0.412,,85
S08256FFTT,179044.641,549875.2,공원,TRUE,huff_2yr,S08257TTTT,0.009642,96.42,,9.819,9.82,0.412,,15
S08257TTTT,179062,549876.9,공원,TRUE,huff_2yr,S08258TTTT,0.088849,888.49,,29.808,29.807,0.412,,15
S08258TTTT,179079.922,549884.3,공원,TRUE,huff_2yr,OF29,0.009137,91.37,,9.559,9.559,0.412,,15
S08309TFTT,177613.266,549852.5,자족시설,FALSE,huff_2yr,SD08308,0.025155,251.55,,15.86,15.861,0.3,,85
S08314TTTT,177772.5,549846.7,녹지,TRUE,huff_2yr,OF41,0.088016,880.16,,29.667,29.668,0.3,,0
S08315TTTT,177802.172,549846.7,자족복합용지,FALSE,huff_2yr,S08314TTTT,0.09,900,,30,30,0.3,,85
S08316TTTT,177832.172,549846.7,자족복합용지,FALSE,huff_2yr,S08315TTTT,0.09,900,,30,30,0.3,,85
S08317FTTF,177859.1,549846.5,자족복합용지,FALSE,huff_2yr,S08316TTTT,0.02711,271.1,,16.465,16.465,0.3,,85
S08318TTTT,177892.172,549846.7,공동주택,FALSE,huff_2yr,SD08317,0.09,900,,30,30,0.3,,65
S08319TTFT,177921.938,549847.063,공동주택,FALSE,huff_2yr,S08318TTTT,0.087759,877.59,,29.624,29.624,0.3,,65
S08320TTFT,177951.719,549849.1,공동주택,FALSE,huff_2yr,SD08319,0.075311,753.11,,27.443,27.443,0.3,,65
S08321TTFT,177981.625,549851.4,공동주택,FALSE,huff_2yr,SD08320,0.061607,616.07,,24.821,24.821,0.3,,65
S08322TTFT,178011.469,549853.6,공동주택,FALSE,huff_2yr,SD08423,0.047904,479.04,,21.887,21.887,0.438,,65
S08323TTFT,178041.172,549855.938,공동주택,FALSE,huff_2yr,SD08324,0.0342,342,,18.493,18.493,0.438,,65
S08324TTFT,178070.5,549858.1,공동주택,FALSE,huff_2yr,SD08325,0.020496,204.96,,14.316,14.317,0.438,,65
S08325TTFF,178098.891,549857.25,공동주택,FALSE,huff_2yr,SD08326,0.007596,75.96,,8.715,8.716,0.438,,65
S08326FFTT,178135.141,549833.8,공동주택,FALSE,huff_2yr,SD08327,0.011485,114.85,,10.717,10.717,0.422,,65
S08327FTTT,178163.531,549836,공동주택,FALSE,huff_2yr,SD08328,0.0251,251,,15.843,15.843,0.406,,65
S08328FTTT,178193.063,549838.2,공동주택,FALSE,huff_2yr,SD08329,0.038715,387.15,,19.676,19.676,0.418,,65
S08329FTTT,178222.828,549840.438,공동주택,FALSE,huff_2yr,SD08330,0.052331,523.31,,22.876,22.876,0.428,,65
S08330FTTT,178252.688,549842.75,공동주택,FALSE,huff_2yr,SD08331,0.065946,659.46,,25.68,25.68,0.43,,65
S08331FTTF,178282.375,549845.1,공동주택,FALSE,huff_2yr,SD08332,0.078256,782.56,,27.974,27.975,0.423,,65
S08338TFTT,178492.172,549846.7,공동주택,FALSE,huff_2yr,S08339TTTT,0.09,900,,30,30,0.427,,65
S08339TTTT,178522.172,549846.7,공동주택,FALSE,huff_2yr,S08340TTTT,0.09,900,,30,30,0.427,,65
S08340TTTT,178552.172,549846.7,공동주택,FALSE,huff_2yr,S08341TTTT,0.09,900,,30,30,0.427,,65
S08341TTTT,178582.172,549846.7,공동주택,FALSE,huff_2yr,S08342TTTT,0.09,900,,30,30,0.427,,65
S08342TTTT,178612.172,549846.7,공동주택,FALSE,huff_2yr,S08343TTTT,0.09,900,,30,30,0.427,,65
S08343TTTT,178642.172,549846.7,공동주택,FALSE,huff_2yr,S08344TTTT,0.09,900,,30,30,0.427,,65
S08344TTTT,178672.172,549846.7,공동주택,FALSE,huff_2yr,S08345TTTT,0.09,900,,30,30,0.431,,65
S08345TTTT,178702.172,549846.7,공동주택,FALSE,huff_2yr,S08346TTTT,0.09,900,,30,30,0.434,,65
S08346TTTT,178732.172,549846.7,공동주택,FALSE,huff_2yr,SD08347,0.09,900,,30,30,0.432,,65
S08347TTTF,178759.547,549846.938,녹지,TRUE,huff_2yr,SD08348,0.074182,741.82,,27.236,27.237,0.435,,0
S08348FFTT,178806.375,549842.25,자족시설,FALSE,huff_2yr,S08349TTTT,0.003811,38.11,,6.173,6.174,0.43,,85
S08349TTTT,178822.172,549846.7,자족시설,FALSE,huff_2yr,S08350TTTT,0.09,900,,30,30,0.436,,85
S08350TTTT,178852.172,549846.7,자족시설,FALSE,huff_2yr,SD08351,0.09,900,,30,30,0.429,,85
S08351TFTT,178888.734,549846.7,자족시설,FALSE,huff_2yr,S08352TTTT,0.039987,399.87,,19.997,19.996,0.432,,85
S08352TTTT,178912.172,549846.7,자족시설,FALSE,huff_2yr,S08353TTTT,0.09,900,,30,30,0.429,,85
S08353TTTT,178942.172,549846.7,자족시설,FALSE,huff_2yr,S08354TTTT,0.09,900,,30,30,0.426,,85
S08354TTTT,178972.172,549846.7,자족시설,FALSE,huff_2yr,SD08355,0.09,900,,30,30,0.429,,85
S08355TTTF,179000.047,549847,자족시설,FALSE,huff_2yr,SD08356,0.077092,770.92,,27.765,27.766,0.418,,85
S08356TFTT,179044.344,549845.563,공원,TRUE,huff_2yr,S08357TTTT,0.016723,167.23,,12.932,12.931,0.437,,15
S08357TTTT,179058.156,549848,공원,TRUE,huff_2yr,OF30,0.06444,644.4,,25.385,25.385,0.409,,15
S08414TTTT,177773.672,549817.563,녹지,TRUE,huff_2yr,OF41,0.080169,801.69,,28.314,28.314,0.3,,0
S08415TTFT,177802.172,549816.7,자족복합용지,FALSE,huff_2yr,S08414TTTT,0.09,900,,30,30,0.3,,85
S08416TTFT,177832.172,549816.7,자족복합용지,FALSE,huff_2yr,S08415TTFT,0.09,900,,30,30,0.3,,85
S08417TTFF,177852.859,549815.9,자족복합용지,FALSE,huff_2yr,S08416TTFT,0.033023,330.23,,18.172,18.172,0.3,,85
S08418TFFF,177889.5,549829.4,공동주택,FALSE,huff_2yr,SD08417,0.012704,127.04,,11.271,11.271,0.3,,65
S08419FFTT,177925.641,549809.75,자족시설,FALSE,huff_2yr,SD08418,0.005202,52.02,,7.212,7.213,0.3,,85
S08420FTTT,177954.219,549805.063,보행자전용도로,TRUE,huff_2yr,SD08419,0.01913,191.3,,13.831,13.831,0.3,,100
S08421FTTT,177983.188,549807.3,공동주택,FALSE,huff_2yr,SD08420,0.033408,334.08,,18.278,18.278,0.3,,65
S08422FTTT,178012.9,549809.563,공동주택,FALSE,huff_2yr,SD08423,0.047023,470.23,,21.685,21.685,0.438,,65
S08423FTTT,178042.734,549811.8,공동주택,FALSE,huff_2yr,SD08424,0.060638,606.38,,24.625,24.625,0.438,,65
S08424FTTT,178072.641,549814.1,공동주택,FALSE,huff_2yr,SD08425,0.074254,742.54,,27.25,27.249,0.438,,65
S08425FTTT,178102.469,549816.25,공동주택,FALSE,huff_2yr,S08426TTTT,0.087066,870.66,,29.507,29.507,0.438,,65
S08426TTTT,178132.172,549816.7,공동주택,FALSE,huff_2yr,S08427TTTT,0.09,900,,30,30,0.438,,65
S08427TTTT,178162.172,549816.7,공동주택,FALSE,huff_2yr,S08428TTTT,0.09,900,,30,30,0.438,,65
S08428TTTT,178192.172,549816.7,공동주택,FALSE,huff_2yr,S08429TTTT,0.09,900,,30,30,0.418,,65
S08429TTTT,178222.172,549816.7,공동주택,FALSE,huff_2yr,S08430TTTT,0.09,900,,30,30,0.409,,65
S08430TTTT,178252.172,549816.7,공동주택,FALSE,huff_2yr,SD08431,0.09,900,,30,30,0.418,,65
S08431TTTF,178279.359,549817.4,공동주택,FALSE,huff_2yr,SD08432,0.072604,726.04,,26.945,26.945,0.418,,65
S08438TTTT,178492.172,549816.7,공동주택,FALSE,huff_2yr,S08439TTTT,0.09,900,,30,30,0.427,,65
S08439TTTT,178522.172,549816.7,공동주택,FALSE,huff_2yr,S08440TTTT,0.09,900,,30,30,0.427,,65
S08440TTTT,178552.172,549816.7,공동주택,FALSE,huff_2yr,S08441TTTT,0.09,900,,30,30,0.427,,65
S08441TTTT,178582.172,549816.7,공동주택,FALSE,huff_2yr,S08442TTTT,0.09,900,,30,30,0.427,,65
S08442TTTT,178612.172,549816.7,공동주택,FALSE,huff_2yr,S08443TTTT,0.09,900,,30,30,0.427,,65
S08443TTTT,178642.172,549816.7,공동주택,FALSE,huff_2yr,S08444TTTT,0.09,900,,30,30,0.427,,65
S08444TTTT,178672.172,549816.7,공동주택,FALSE,huff_2yr,S08445TTTT,0.09,900,,30,30,0.427,,65
S08445TTTT,178702.172,549816.7,공동주택,FALSE,huff_2yr,S08446TTTT,0.09,900,,30,30,0.427,,65
S08446TTTT,178732.172,549816.7,공동주택,FALSE,huff_2yr,SD08447,0.09,900,,30,30,0.427,,65
S08447TTTF,178758.375,549816.938,녹지,TRUE,huff_2yr,SD08448,0.067111,671.11,,25.906,25.906,0.427,,0
S08448TFTT,178805.359,549815.063,자족시설,FALSE,huff_2yr,S08449TTTT,0.010551,105.51,,10.272,10.272,0.427,,85
S08449TTTT,178822.172,549816.7,자족시설,FALSE,huff_2yr,SD08450,0.09,900,,30,30,0.427,,85
S08450TTTF,178851.734,549816.9,자족시설,FALSE,huff_2yr,SD08451,0.087276,872.76,,29.543,29.542,0.427,,85
S08451TFTT,178889.984,549816.3,자족시설,FALSE,huff_2yr,S08452TTTT,0.042939,429.39,,20.722,20.721,0.431,,85
S08452TTTT,178912.172,549816.7,자족시설,FALSE,huff_2yr,S08453TTTT,0.09,900,,30,30,0.434,,85
S08453TTTT,178942.172,549816.7,자족시설,FALSE,huff_2yr,S08454TTTT,0.09,900,,30,30,0.432,,85
S08454TTTT,178972.172,549816.7,자족시설,FALSE,huff_2yr,SD08455,0.09,900,,30,30,0.433,,85
S08455TTTF,178998.328,549817.063,자족시설,FALSE,huff_2yr,SD08456,0.066806,668.06,,25.847,25.847,0.431,,85
S08456TFTT,179042.984,549815.7,공원,TRUE,huff_2yr,S08457TTTT,0.024766,247.66,,15.737,15.737,0.431,,15
S08457TTTT,179052.828,549819.4,공원,TRUE,huff_2yr,OF30,0.030932,309.32,,17.588,17.587,0.427,,15
S08509TTTT,177630.875,549778.25,자족시설,FALSE,huff_2yr,J23,0.018526,185.26,,13.611,13.611,0.3,,85
S08510TTTT,177647.7,549782.1,자족시설,FALSE,huff_2yr,J23,0.0468,468,,21.629,21.638,0.3,,85
S08514TTTF,177777.781,549787.438,녹지,TRUE,huff_2yr,OF40,0.055958,559.58,,23.655,23.656,0.3,,0
S08518FFTT,177894.859,549785.1,자족시설,FALSE,huff_2yr,SD08517,0.066255,662.55,,25.74,25.74,0.3,,85
S08519TTTT,177922.266,549786.563,자족시설,FALSE,huff_2yr,SD08518,0.089297,892.97,,29.883,29.882,0.3,,85
S08520TTTT,177952.172,549786.7,자족시설,FALSE,huff_2yr,SD08519,0.09,900,,30,30,0.3,,85
S08521TTTT,177982.172,549786.7,공동주택,FALSE,huff_2yr,S08520TTTT,0.09,900,,30,30,0.309,,65
S08522TTTT,178012.172,549786.7,공동주택,FALSE,huff_2yr,S08523TTTT,0.09,900,,30,30,0.438,,65
S08523TTTT,178042.172,549786.7,공동주택,FALSE,huff_2yr,S08524TTTT,0.09,900,,30,30,0.438,,65
S08524TTTT,178072.172,549786.7,공동주택,FALSE,huff_2yr,S08525TTTT,0.09,900,,30,30,0.438,,65
S08525TTTT,178102.172,549786.7,공동주택,FALSE,huff_2yr,S08526TTTT,0.09,900,,30,30,0.438,,65
S08526TTTT,178132.172,549786.7,공동주택,FALSE,huff_2yr,S08527TTTT,0.09,900,,30,30,0.438,,65
S08527TTTT,178162.172,549786.7,공동주택,FALSE,huff_2yr,S08528TTTT,0.09,900,,30,30,0.438,,65
S08528TTTT,178192.172,549786.7,공동주택,FALSE,huff_2yr,S08529TTTT,0.09,900,,30,30,0.438,,65
S08529TTTT,178222.172,549786.7,공동주택,FALSE,huff_2yr,S08530TTTT,0.09,900,,30,30,0.438,,65
S08530TTTT,178252.172,549786.7,공동주택,FALSE,huff_2yr,SD08531,0.09,900,,30,30,0.412,,65
S08531TTTF,178276.016,549787.7,공동주택,FALSE,huff_2yr,SD08532,0.052354,523.54,,22.881,22.881,0.412,,65
S08538TFTT,178492.172,549786.7,공동주택,FALSE,huff_2yr,S08539TTTT,0.09,900,,30,30,0.427,,65
S08539TTTT,178522.172,549786.7,공동주택,FALSE,huff_2yr,S08540TTTT,0.09,900,,30,30,0.422,,65
S08540TTTT,178552.172,549786.7,공동주택,FALSE,huff_2yr,S08541TTTT,0.09,900,,30,30,0.425,,65
S08541TTTT,178582.172,549786.7,공동주택,FALSE,huff_2yr,S08542TTTT,0.09,900,,30,30,0.427,,65
S08542TTTT,178612.172,549786.7,공동주택,FALSE,huff_2yr,S08543TTTT,0.09,900,,30,30,0.427,,65
S08543TTTT,178642.172,549786.7,공동주택,FALSE,huff_2yr,S08544TTTT,0.09,900,,30,30,0.427,,65
S08544TTTT,178672.172,549786.7,공동주택,FALSE,huff_2yr,S08545TTTT,0.09,900,,30,30,0.427,,65
S08545TTTT,178702.172,549786.7,공동주택,FALSE,huff_2yr,S08546TTTT,0.09,900,,30,30,0.427,,65
S08546TTTT,178732.172,549786.7,공동주택,FALSE,huff_2yr,SD08547,0.09,900,,30,30,0.427,,65
S08547TTTF,178757.047,549787.2,녹지,TRUE,huff_2yr,SD08548,0.058997,589.97,,24.289,24.29,0.427,,0
S08548TFTT,178803.734,549785.063,자족시설,FALSE,huff_2yr,S08549TTTT,0.019951,199.51,,14.125,14.125,0.427,,85
S08549TTTT,178822.172,549786.7,보행자전용도로,TRUE,huff_2yr,SD08550,0.09,900,,30,30,0.427,,100
S08550TTTF,178851.016,549786.563,보행자전용도로,TRUE,huff_2yr,SD08551,0.082849,828.49,,28.784,28.783,0.427,,100
S08551TFFT,178883.688,549784.063,자족시설,FALSE,huff_2yr,SD08552,0.017368,173.68,,13.179,13.179,0.427,,85
S08552TTFT,178913.281,549796.6,자족시설,FALSE,huff_2yr,SD08553,0.025821,258.21,,16.069,16.069,0.427,,85
S08553TTFT,178943.063,549795,보행자전용도로,TRUE,huff_2yr,SD08554,0.039867,398.67,,19.967,19.966,0.427,,100
S08554TTFT,178972.8,549792.75,자족시설,FALSE,huff_2yr,SD08555,0.053563,535.63,,23.144,23.143,0.427,,85
S08555TTFF,178997.031,549791.2,자족시설,FALSE,huff_2yr,SD08556,0.041433,414.33,,20.355,20.355,0.427,,85
S08556TFFT,179040.609,549786.063,공원,TRUE,huff_2yr,S08557TTTT,0.036947,369.47,,19.222,19.221,0.427,,15
S08557TTTT,179048.844,549794.8,공원,TRUE,huff_2yr,OF30,0.005204,52.04,,7.214,7.214,0.427,,15
S08608TTTT,177605.563,549744.063,자족시설,FALSE,huff_2yr,S08708TTTT,0.001694,16.94,,4.116,4.116,0.3,,85
S08609TTTT,177623.4,549755.8,자족시설,FALSE,huff_2yr,S08608TTTT,0.081615,816.15,,28.568,28.569,0.3,,85
S08610TTTT,177649.656,549756.438,자족시설,FALSE,huff_2yr,S08609TTTT,0.074821,748.21,,27.353,27.354,0.3,,85
S08614TTTF,177780.4,549757.5,녹지,TRUE,huff_2yr,OF40,0.040228,402.28,,20.057,20.057,0.3,,0
S08618TFTT,177896.953,549757.4,자족시설,FALSE,huff_2yr,SD08617,0.060956,609.56,,24.689,24.69,0.3,,85
S08619TTTT,177922.172,549756.7,자족시설,FALSE,huff_2yr,SD08618,0.09,900,,30,30,0.3,,85
S08620TTTT,177952.172,549756.7,자족시설,FALSE,huff_2yr,S08619TTTT,0.09,900,,30,30,0.3,,85
