Name,X-Coordinate,Y-Coordinate,Tag,Rain Gage,Outlet,Area (ha),Width (m),Flow Length (m),Slope (%),Imperv. (%),N Imperv,N Perv,Dstore Imperv (mm),Dstore Perv (mm),Zero Imperv (%),Subarea Routing,Percent Routed (%),Curb Length
SD09835,178402.781,549395.063,도로,huff_2yr,J48,0.0698,26.427,26.412,0.438,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09836,178422.234,549385.2,도로,huff_2yr,J48,0.005,7.045,7.097,0.438,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09843,178649.469,549394.75,도로,huff_2yr,J57,0.044,20.977,20.975,0.438,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09844,178671.141,549397.4,도로,huff_2yr,J57,0.0832,28.843,28.846,0.438,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09845,178688.266,549408.438,도로,huff_2yr,J57,0.0016,4.012,3.988,0.438,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09846,178744.3,549388.938,도로,huff_2yr,J64,0.0094,9.718,9.673,0.438,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09847,178755.016,549398.3,도로,huff_2yr,J64,0.0423,20.569,20.565,0.438,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09853,178947.8,549395.75,도로,huff_2yr,J68,0.0556,23.579,23.58,0.438,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09854,178962.5,549398.7,도로,huff_2yr,J68,0.0304,17.427,17.444,0.435,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09926,178141.422,549377,도로,huff_2yr,J50,0.0114,10.668,10.686,0.441,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09927,178163.375,549372.4,도로,huff_2yr,J50,0.0492,22.184,22.178,0.441,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09928,178191.609,549362.9,도로,huff_2yr,J50,0.053,23.023,23.02,0.441,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09929,178218.578,549356.438,도로,huff_2yr,J50,0.0244,15.617,15.624,0.441,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09930,178239.125,549352.438,도로,huff_2yr,J50,0.0007,2.584,2.709,0.441,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09934,178380.547,549371.063,도로,huff_2yr,J48,0.0214,14.62,14.637,0.438,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09935,178400.438,549369.938,도로,huff_2yr,J48,0.0663,25.749,25.749,0.438,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09936,178432.734,549367.9,도로,huff_2yr,J48,0.0751,27.396,27.413,0.438,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09937,178460.781,549361.7,도로,huff_2yr,J48,0.0585,24.178,24.196,0.438,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09938,178489,549356.563,도로,huff_2yr,J56,0.0258,16.056,16.069,0.438,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09939,178510.063,549352.75,도로,huff_2yr,J56,0.0014,3.693,3.791,0.438,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09942,178626.609,549353.2,도로,huff_2yr,J57,0.0004,1.968,2.033,0.438,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09943,178644.047,549365.7,도로,huff_2yr,J57,0.0777,27.876,27.873,0.438,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09944,178666.25,549368.25,도로,huff_2yr,J57,0.0527,22.96,22.953,0.438,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09946,178739.422,549364.9,도로,huff_2yr,J64,0.0428,20.678,20.698,0.438,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09947,178750.141,549373.8,도로,huff_2yr,J64,0.0105,10.252,10.242,0.438,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09952,178926.328,549354.063,도로,huff_2yr,J68,0.0009,3.019,2.981,0.438,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09953,178943.016,549366.3,도로,huff_2yr,J68,0.077,27.742,27.756,0.438,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09954,178959,549376.563,도로,huff_2yr,J68,0.0042,6.497,6.465,0.438,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD10028,178203.3,549350.2,도로,huff_2yr,J50,0.0026,5.094,5.104,0.439,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD10029,178224.984,549346.063,도로,huff_2yr,J50,0.0306,17.504,17.482,0.439,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD10030,178252.313,549338.9,도로,huff_2yr,J50,0.0538,23.192,23.198,0.447,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD10031,178280.4,549329.563,도로,huff_2yr,J51,0.0434,20.829,20.836,0.449,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD10032,178304.781,549324.7,도로,huff_2yr,J51,0.0101,10.07,10.03,0.444,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD10034,178379.734,549334.7,도로,huff_2yr,J54,0.041,20.253,20.244,0.441,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD10035,178399.344,549331.8,도로,huff_2yr,J54,0.0488,22.098,22.083,0.441,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD10036,178426.078,549326.2,도로,huff_2yr,J54,0.0111,10.536,10.535,0.441,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD10037,178465.8,549346.938,도로,huff_2yr,J56,0.0242,15.542,15.571,0.441,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD10038,178493.656,549341.563,도로,huff_2yr,J56,0.0591,24.307,24.314,0.441,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD10039,178521.688,549335.8,도로,huff_2yr,J56,0.0795,28.191,28.2,0.441,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD10040,178550.563,549330.4,도로,huff_2yr,J56,0.0504,22.456,22.444,0.441,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD10041,178577.531,549325.5,도로,huff_2yr,J56,0.0177,13.305,13.303,0.441,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD10042,178622.734,549332.9,도로,huff_2yr,J57,0.0222,14.897,14.902,0.441,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD10043,178642.172,549336.7,도로,huff_2yr,J57,0.09,30,30,0.441,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD10044,178661.2,549341,도로,huff_2yr,J57,0.0194,13.914,13.943,0.441,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD10045,178716.75,549322.9,도로,huff_2yr,J64,0.0002,1.492,1.34,0.442,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD10046,178730.359,549336.75,도로,huff_2yr,J64,0.0528,22.979,22.978,0.445,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD10052,178922.625,549333.3,도로,huff_2yr,J65,0.0237,15.381,15.409,0.44,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD10053,178937.172,549338.063,도로,huff_2yr,J68,0.0585,24.195,24.179,0.44,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD10131,178289.375,549318.7,도로,huff_2yr,J51,0.0105,10.246,10.248,0.439,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD10132,178313.875,549313.8,도로,huff_2yr,J51,0.0432,20.777,20.792,0.439,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD10133,178342.016,549304.4,도로,huff_2yr,J51,0.0522,22.853,22.842,0.439,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD10134,178371.344,549304.938,도로,huff_2yr,J53,0.0638,25.253,25.264,0.439,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD10135,178404.359,549310.8,도로,huff_2yr,J54,0.0127,11.268,11.271,0.439,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD10136,178434.016,549314.1,도로,huff_2yr,J54,0.0412,20.293,20.303,0.439,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD10137,178462.1,549304.7,도로,huff_2yr,J55,0.0513,22.653,22.646,0.439,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD10138,178489.891,549297.25,도로,huff_2yr,J55,0.0307,17.529,17.514,0.439,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD10139,178520.078,549307.938,도로,huff_2yr,J55,0.0614,24.786,24.772,0.439,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD10140,178553.9,549313.563,도로,huff_2yr,J56,0.0469,21.652,21.661,0.439,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD10141,178583.141,549308.4,도로,huff_2yr,J57,0.079,28.105,28.109,0.439,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD10142,178612.4,549306,도로,huff_2yr,J57,0.0853,29.201,29.211,0.439,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD10143,178641.375,549306.6,도로,huff_2yr,J57,0.0848,29.119,29.122,0.439,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD10144,178665.828,549295.1,도로,huff_2yr,J57,0.0128,11.322,11.305,0.439,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD10145,178713,549302.6,도로,huff_2yr,J64,0.0205,14.329,14.307,0.439,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD10146,178723,549309.4,도로,huff_2yr,J64,0.032,17.878,17.899,0.439,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD10152,178917.641,549305.25,도로,huff_2yr,J65,0.0557,23.599,23.603,0.442,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD10153,178932.141,549309.7,도로,huff_2yr,J65,0.0266,16.317,16.302,0.441,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD10233,178355.453,549291.063,도로,huff_2yr,J51,0.0005,2.263,2.209,0.44,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD10234,178375.891,549287.1,도로,huff_2yr,J51,0.0232,15.232,15.231,0.439,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD10235,178402.969,549281.1,도로,huff_2yr,J51,0.0532,23.076,23.054,0.439,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD10236,178431.219,549271.75,도로,huff_2yr,J52,0.0522,22.855,22.84,0.439,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD10237,178458.438,549266.4,도로,huff_2yr,J52,0.0217,14.737,14.725,0.439,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD10238,178497.938,549277.75,도로,huff_2yr,J55,0.0497,22.285,22.302,0.439,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD10239,178512.375,549280.1,도로,huff_2yr,J55,0.027,16.441,16.422,0.439,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD10241,178595.8,549276.7,도로,huff_2yr,J57,0.0016,3.946,4.055,0.439,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD10242,178613.25,549276.3,도로,huff_2yr,J57,0.083,28.811,28.808,0.439,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD10243,178641.2,549278.8,도로,huff_2yr,J57,0.0754,27.465,27.453,0.439,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD10244,178672.688,549277.438,도로,huff_2yr,J64,0.0846,29.089,29.083,0.439,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD10245,178702.609,549275.6,도로,huff_2yr,J64,0.0828,28.775,28.775,0.439,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD10246,178728.313,549269.5,도로,huff_2yr,J64,0.0356,18.86,18.876,0.439,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD10247,178750.828,549263.2,도로,huff_2yr,J64,0.0025,4.987,5.013,0.439,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD10251,178895.656,549266,도로,huff_2yr,J65,0.0029,5.43,5.341,0.439,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD10252,178911.891,549276.8,도로,huff_2yr,J65,0.0777,27.875,27.874,0.439,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD10253,178928.359,549288.4,도로,huff_2yr,J65,0.0018,4.221,4.264,0.439,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD10336,178441.531,549259.5,도로,huff_2yr,J52,0.0055,7.415,7.417,0.454,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD10337,178464.531,549255.1,도로,huff_2yr,J52,0.0367,19.167,19.147,0.451,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD10338,178491.547,549248.438,도로,huff_2yr,J52,0.0718,26.791,26.8,0.451,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD10339,178508.125,549259.4,도로,huff_2yr,J52,0.001,3.152,3.173,0.439,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD10341,178592.547,549243.25,도로,huff_2yr,J67,0.024,15.482,15.502,0.439,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD10342,178612.1,549246.75,도로,huff_2yr,J67,0.0895,29.92,29.913,0.439,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD10343,178630.5,549253.3,도로,huff_2yr,J67,0.0125,11.192,11.169,0.439,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD10344,178682.813,549259.938,도로,huff_2yr,J64,0.0035,5.9,5.932,0.439,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD10345,178704.625,549255.8,도로,huff_2yr,J64,0.0325,18.03,18.026,0.439,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD10346,178733.4,549250.8,도로,huff_2yr,J64,0.0641,25.315,25.321,0.439,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD10347,178761.609,549245.8,도로,huff_2yr,J64,0.0809,28.436,28.45,0.439,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD10348,178790.313,549240.1,도로,huff_2yr,J64,0.0482,21.963,21.946,0.439,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD10349,178815.844,549235.063,도로,huff_2yr,J65,0.0132,11.49,11.488,0.439,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD10351,178891.734,549244,도로,huff_2yr,J65,0.0298,17.251,17.274,0.439,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD10352,178906.234,549248.2,도로,huff_2yr,J65,0.0528,22.976,22.981,0.439,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD10437,178476.953,549215.75,도로,huff_2yr,J52,0.0001,0.926,1.08,0.473,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD10438,178486.578,549222.2,도로,huff_2yr,J52,0.0291,17.057,17.06,0.473,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD10441,178587.375,549215.25,도로,huff_2yr,J67,0.0572,23.909,23.924,0.441,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD10442,178610,549219.2,도로,huff_2yr,J67,0.0692,26.307,26.305,0.446,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD10443,178642.391,549216.3,도로,huff_2yr,J67,0.0542,23.274,23.288,0.444,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD10444,178669.875,549208.7,도로,huff_2yr,J67,0.0393,19.812,19.836,0.447,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD10445,178692.344,549203.938,도로,huff_2yr,J64,0.0052,7.24,7.182,0.439,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD10447,178770.469,549229.25,도로,huff_2yr,J64,0.0074,8.611,8.594,0.439,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD10448,178794.328,549224.8,도로,huff_2yr,J65,0.039,19.743,19.754,0.439,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD10449,178823.281,549219.3,도로,huff_2yr,J65,0.0722,26.87,26.87,0.439,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD10450,178850.875,549213.25,도로,huff_2yr,J65,0.0677,26.022,26.016,0.439,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD10451,178884.391,549214.7,도로,huff_2yr,J65,0.0718,26.802,26.789,0.439,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD10452,178901.328,549220.5,도로,huff_2yr,J65,0.0209,14.447,14.467,0.439,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD10540,178565.3,549176.8,도로,huff_2yr,J58,0.0043,6.58,6.535,0.473,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD10541,178582.781,549186.25,도로,huff_2yr,J58,0.086,29.325,29.327,0.472,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD10542,178601.234,549192.1,도로,huff_2yr,J67,0.0175,13.233,13.225,0.452,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD10543,178657.031,549201.6,도로,huff_2yr,J67,0,0.2,0,0.457,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD10544,178677.031,549197.7,도로,huff_2yr,J67,0.0182,13.476,13.505,0.473,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD10545,178703,549192.063,도로,huff_2yr,J64,0.0482,21.944,21.965,0.47,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD10546,178731.578,549182.25,도로,huff_2yr,J64,0.0486,22.037,22.054,0.44,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD10547,178757.953,549175.938,도로,huff_2yr,J64,0.0206,14.339,14.366,0.445,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD10548,178778.1,549172.063,도로,huff_2yr,J66,0.0001,1.214,0.824,0.436,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD10550,178857.391,549198.063,도로,huff_2yr,J65,0.0161,12.672,12.705,0.442,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD10551,178882.219,549188.75,도로,huff_2yr,J65,0.0664,25.769,25.767,0.439,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD10552,178897.719,549200.1,도로,huff_2yr,J65,0.0004,1.945,2.057,0.439,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD10640,178561.984,549156.75,도로,huff_2yr,J58,0.0268,16.375,16.366,0.453,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD10641,178579.141,549158,도로,huff_2yr,J58,0.0697,26.394,26.408,0.453,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD10646,178743.625,549170.4,도로,huff_2yr,J64,0.0021,4.55,4.615,0.47,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD10647,178765.1,549166.5,도로,huff_2yr,J66,0.0281,16.766,16.76,0.473,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD10648,178792.125,549159.2,도로,huff_2yr,J66,0.0467,21.606,21.614,0.459,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD10649,178820.625,549149.3,도로,huff_2yr,J66,0.0387,19.675,19.67,0.451,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD10650,178854.3,549146.438,도로,huff_2yr,J66,0.0163,12.764,12.77,0.46,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD10651,178875.6,549158,도로,huff_2yr,J66,0.0453,21.274,21.294,0.451,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD10741,178580.234,549140.063,도로,huff_2yr,J58,0.0034,5.827,5.835,0.453,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD10749,178831,549139.438,도로,huff_2yr,J66,0.0063,7.924,7.951,0.453,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD10750,178854.4,549135.1,도로,huff_2yr,J66,0.0367,19.164,19.15,0.455,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD10751,178870.984,549133.9,공영차고지,huff_2yr,J66,0.0131,11.43,11.461,0.461,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SN00638,178492.172,552156.7,공영차고지,huff_2yr,SN00639,0.09,30,30,1.859,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SN00639,178522.172,552156.7,공영차고지,huff_2yr,S00540TTFT,0.09,30,30,1.618,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SN00640,178552.141,552156.75,공영차고지,huff_2yr,SD00641,0.089811,29.968,29.969,1.435,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SN00738,178492.172,552126.7,공영차고지,huff_2yr,SN00739,0.09,30,30,1.435,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SN00739,178522.172,552126.7,공영차고지,huff_2yr,SD00740,0.09,30,30,1.435,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SN00740,178550.4,552127.25,공영차고지,huff_2yr,SD00741,0.07909,28.123,28.123,1.435,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SN00838,178492.172,552096.7,공영차고지,huff_2yr,SN00839,0.09,30,30,1.435,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SN00839,178522.172,552096.7,공영차고지,huff_2yr,SD00840,0.09,30,30,1.435,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SN00840,178547.625,552097.4,공영차고지,huff_2yr,SD00841,0.062311,24.962,24.962,1.435,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SN00938,178492.172,552066.7,공영차고지,huff_2yr,SN00939,0.09,30,30,1.435,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SN00939,178522.172,552066.7,공영차고지,huff_2yr,SD00940,0.09,30,30,1.435,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SN00940,178544.844,552067.6,공영차고지,huff_2yr,SD00941,0.045533,21.338,21.339,1.435,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SN01038,178492.172,552036.7,공영차고지,huff_2yr,SN01039,0.09,30,30,1.435,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SN01039,178522.172,552036.7,공영차고지,huff_2yr,SD01040,0.09,30,30,1.435,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SN01040,178542.141,552038.1,커뮤니티시설,huff_2yr,SD01041,0.028786,16.966,16.967,1.435,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SN01154,178971.547,552004.8,커뮤니티시설,huff_2yr,SD01054,0.078403,28,28.001,0.767,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SN01254,178972.031,551976.8,위험물저장_및_처리시설,huff_2yr,SD01154,0.089054,29.842,29.842,0.768,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SN01255,179009.031,551976.25,위험물저장_및_처리시설,huff_2yr,SD01155,0.032822,18.117,18.117,0.77,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SN01256,179032.172,551976.7,위험물저장_및_처리시설,huff_2yr,SD01156,0.09,30,30,0.768,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SN01257,179056.563,551978.8,위험물저장_및_처리시설,huff_2yr,SD01157,0.053145,23.053,23.053,0.767,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SN01355,179009.828,551954.938,위험물저장_및_처리시설,huff_2yr,SD01255,0.016861,12.985,12.985,0.77,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SN01356,179033.266,551953,위험물저장_및_처리시설,huff_2yr,SN01256,0.051476,22.688,22.689,0.763,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SN01357,179050.578,551954.9,녹지,huff_2yr,SD01257,0.010435,10.215,10.215,0.759,0,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SN04249,178821.516,551069.4,녹지,huff_2yr,SD04250,0.013855,11.771,11.77,0.596,0,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SN04326,178138.984,551034.7,녹지,huff_2yr,SN04426,0.01112,10.545,10.545,2.331,0,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SN04327,178148.313,551036.2,녹지,huff_2yr,SN04427,0.001847,4.297,4.298,2.121,0,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SN04348,178806.172,551034.6,녹지,huff_2yr,SD04448,0.00131,3.619,3.62,0.538,0,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SN04349,178817.578,551045.7,녹지,huff_2yr,SD04350,0.030844,17.562,17.563,0.599,0,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SN04425,178116.281,551013.563,녹지,huff_2yr,SN04426,0.001882,4.338,4.338,0.3,0,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SN04426,178132.453,551016.563,녹지,huff_2yr,SN04526,0.085719,29.278,29.278,0.3,0,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SN04427,178147.75,551026.6,녹지,huff_2yr,SN04426,0.00132,3.633,3.633,0.3,0,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SN04448,178802.172,551014.438,녹지,huff_2yr,SD04548,0.022065,14.854,14.855,0.51,0,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SN04526,178133.4,550987.8,녹지,huff_2yr,SN04626,0.061842,24.868,24.868,0.3,0,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SN04545,178709.641,550973.563,녹지,huff_2yr,SD04646,0.006409,8.005,8.006,0.51,0,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SN04546,178733.125,550977.2,녹지,huff_2yr,SD04647,0.024384,15.615,15.616,0.51,0,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SN04547,178762.516,550981.8,녹지,huff_2yr,SD04648,0.028875,16.993,16.992,0.51,0,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SN04548,178790.469,550985.25,녹지,huff_2yr,SD04649,0.036251,19.04,19.039,0.51,0,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SN04625,178116.047,550944.563,녹지,huff_2yr,SN04725,0.001466,3.829,3.829,0.3,0,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SN04626,178130.031,550956.063,녹지,huff_2yr,SN04726,0.061186,24.736,24.736,0.3,0,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SN04641,178589.219,550943.7,녹지,huff_2yr,SD04742,0.007056,8.4,8.4,0.51,0,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SN04642,178614.109,550946.75,공원,huff_2yr,SD04743,0.028889,16.997,16.997,0.51,15,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SN04643,178642.359,550950.5,공원,huff_2yr,SD04744,0.047761,21.854,21.855,0.51,15,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SN04646,178736.328,550951.938,녹지,huff_2yr,SD04747,0.042672,20.657,20.657,0.51,0,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SN04725,178111.922,550923.5,녹지,huff_2yr,SN04825,0.027766,16.663,16.663,0.3,0,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SN04726,178127.078,550927.1,커뮤니티시설,huff_2yr,SN04826,0.059268,24.345,24.345,0.3,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SN04737,178467.922,550915.063,커뮤니티시설,huff_2yr,SD04838,0.012714,11.276,11.275,0.51,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SN04738,178491.766,550917.7,녹지,huff_2yr,SD04839,0.022905,15.134,15.135,0.51,0,0.055,0.65,0.5,1.5,25,OUTLET,100,0
